2021-03-01,"Muzyka: The Beatles znani są ze swoich osiągnieć muzycznych, lecz warto też wspomnieć, że przyczynili się do rozwoju zestawów nagłośnieniowych. Beatlesi zaczynali praktycznie krzycząc do mikrofonów i, dzięki ich popularności i potrzebom, postwały porządne zestawy nagłośnieniowe, które znamy dziś z koncertów."
2021-03-02,"Muzyka: Przed Beatlesami koncerty traktowano ""klasycznie"" - czyli publika imitująca starożytny grecki teatr, całe sekcje instrumentów dające odpowiedni poziom głośności, potężne wokale działające bez mikrofonu. Oczywiście taki stan rzeczy przestaje działać przy rozkrzycanej publice"
2021-03-03,"Muzyka: Eric Satie w 1888 roku wydał album ""Gymnopédies"", który można uznać za pierwszy album muzyki z nurtu minimalizmu, mimo że, minimalizm powstał długo później. Eric Satie był też ważną inspiracją dla ambientu, który powstał 90 lat później."
2021-03-04,"Muzyka: Brian Eno w 1978 wypuścił album ""Ambient 1: Music for Airports"", który nadał nazwę nowemu gatunkowi muzyki, której Brain Eno jest ojcem. Brain Eno chciał stworzyć muzykę dla lotnist, by ""uświadomić ludziom, że mogą w każdej chwili zginąć lecąć w aluminiowej puszce - i by nie bali się śmierci""."
2021-03-05,"Muzyka: Pink Floyd zrobili instrumentalny kawałek "Moonhead", który poleciał w BBC podczas pierwszego lądowania na księżycu (w 69 roku)."
2021-03-06,"Muzyka: Gitarzysta Django Reinhardt w wyniku pożaru miał sparaliżowane niektóre palce lewej dłoni, grał tylko dwoma: wskazującym i środkowym, przez co zapoczątkował nową technikę gry hot jazz guitar."
2021-03-07,"Muzyka: Astronauta Chris Hadfield nagrał pierwszy klip w kosmosie, cover Davida Bowiego - Space Oddity."
2021-03-08,"Muzyka: Shawn James, amerykański muzyk (całkiem niedawno nieznany jeszcze na skalę światową) został poproszony przez Naughty Dog o prawa autorskie do kawałka "Through the valley". Nie wiedział wtedy jeszcze, że piosenka zostanie użyta do zwiastunu 2giej części gry The Last of Us."
2021-03-09,"Muzyka: "
2021-03-10,"Muzyka: "
2021-03-11,"Muzyka: "
2021-03-12,"Muzyka: "
2021-03-13,"Muzyka: "
2021-03-14,"Muzyka: "
2021-03-15,"Muzyka: "
2021-03-16,"Muzyka: "
2021-03-17,"Muzyka: "
2021-03-18,"Muzyka: "
2021-03-19,"Muzyka: "
2021-03-20,"Muzyka: "
2021-03-21,"Muzyka: "
2021-03-22,"Muzyka: "
2021-03-23,"Muzyka: "
2021-03-24,"Muzyka: "
2021-03-25,"Muzyka: "
2021-03-26,"Muzyka: "
2021-03-27,"Muzyka: "
2021-03-28,"Muzyka: "
2021-03-29,"Muzyka: "
2021-03-30,"Muzyka: "
2021-03-31,"Muzyka: "
